Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,March,Yarra Ranges,Yarra Ranges,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,128,79.6,79.6
2025,March,Yarra Ranges,Yarra Ranges,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,13,8.1,8.1
2025,March,Yarra Ranges,Yarra Ranges,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,4,2.5,2.5
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.6,0.6
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F20 Transport regulation offences,F21 Public transport,4,2.5,2.5
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.6,0.6
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,4,2.5,2.5
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,1,0.6,0.6
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,4,2.5,2.5
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,4,2.5,2.5
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,4,2.5,2.5
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,9,5.6,5.6
2025,March,Yarra Ranges,Yarra Ranges,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,0.6,0.6
2024,March,Ballarat,Ballarat,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.6,1.7
2024,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,143,110.8,118.1
2024,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,172,133.3,142.1
2024,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",42,32.6,34.7
2024,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,255,197.7,210.7
2024,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,220,170.5,181.7
2024,March,Ballarat,Ballarat,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,697,540.3,575.8
2024,March,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,3,2.3,2.5
2024,March,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,11,8.5,9.1
2024,March,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,39,30.2,32.2
2024,March,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,4,3.1,3.3
2024,March,Ballarat,Ballarat,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,7,5.4,5.8
2024,March,Ballarat,Ballarat,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,2,1.6,1.7
2024,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,26,20.2,21.5
2024,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,14,10.9,11.6
2024,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,35,27.1,28.9
2024,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,3.9,4.1
2024,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,49,38.0,40.5
2024,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,29,22.5,24.0
2024,March,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,55,42.6,45.4
2024,March,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,24,18.6,19.8
2024,March,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,74,57.4,61.1
2024,March,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B11 Cause damage by fire,111,86.0,91.7
2024,March,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B19 Other fire related offences,12,9.3,9.9
2024,March,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B21 Criminal damage,947,734.1,782.3
2024,March,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B22 Graffiti,81,62.8,66.9
2024,March,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B29 Other property damage offences,4,3.1,3.3
2024,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,135,104.6,111.5
2024,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,1.6,1.7
2024,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.8,0.8
2024,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,509,394.5,420.5
2024,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,383,296.9,316.4
2024,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,3,2.3,2.5
2024,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,634,491.4,523.8
2024,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"1,638","1,269.7","1,353.2"
2024,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B43 Steal from a retail store,763,591.4,630.3
2024,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,96,74.4,79.3
2024,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,414,320.9,342.0
2024,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B49 Other theft,"1,089",844.1,899.6
2024,March,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,84,65.1,69.4
2024,March,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,363,281.4,299.9
2024,March,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B54 State false information,14,10.9,11.6
2024,March,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,32,24.8,26.4
2024,March,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,12,9.3,9.9
2024,March,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,9,7.0,7.4
2024,March,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C31 Drug use,2,1.6,1.7
2024,March,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C32 Drug possession,299,231.8,247.0
2024,March,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,123,95.3,101.6
2024,March,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,168,130.2,138.8
2024,March,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,3.1,3.3
2024,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,30,23.3,24.8
2024,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,49,38.0,40.5
2024,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,38,29.5,31.4
2024,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,6.2,6.6
2024,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,27,20.9,22.3
2024,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,13,10.1,10.7
2024,March,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,2,1.6,1.7
2024,March,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,4,3.1,3.3
2024,March,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,48,37.2,39.7
2024,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,3,2.3,2.5
2024,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,287,222.5,237.1
2024,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,11,8.5,9.1
2024,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,9,7.0,7.4
2024,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,107,82.9,88.4
2024,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"1,460","1,131.7","1,206.1"
2024,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,73,56.6,60.3
2024,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,434,336.4,358.5
2024,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,53,41.1,43.8
2024,March,Ballarat,Ballarat,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.8,0.8
2024,March,Ballarat,Ballarat,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,7,5.4,5.8
2024,March,Ballarat,Ballarat,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,2,1.6,1.7
2024,March,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,2,1.6,1.7
2024,March,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.6,1.7
2024,March,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,4,3.1,3.3
2024,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,3,2.3,37.7
2024,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,4,3.1,50.3
2024,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2,1.6,25.1
2024,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,7,5.4,88.0
2024,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,8,6.2,100.5
2024,March,Ballarat,Pyrenees,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,17,13.2,213.6
2024,March,Ballarat,Pyrenees,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,0.8,12.6
2024,March,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,0.8,12.6
2024,March,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,4,3.1,50.3
2024,March,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,2,1.6,25.1
2024,March,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,0.8,12.6
2024,March,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,5,3.9,62.8
2024,March,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B11 Cause damage by fire,7,5.4,88.0
2024,March,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B12 Cause a bushfire,4,3.1,50.3
2024,March,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B19 Other fire related offences,10,7.8,125.7
2024,March,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B21 Criminal damage,39,30.2,490.1
2024,March,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,1.6,25.1
2024,March,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,0.8,12.6
2024,March,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,29,22.5,364.4
2024,March,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,13,10.1,163.4
2024,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,23,17.8,289.0
2024,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,25,19.4,314.1
2024,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B43 Steal from a retail store,6,4.7,75.4
2024,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,1.6,25.1
2024,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,5,3.9,62.8
2024,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B49 Other theft,59,45.7,741.4
2024,March,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,0.8,12.6
2024,March,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,10,7.8,125.7
2024,March,Ballarat,Pyrenees,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,2,1.6,25.1
2024,March,Ballarat,Pyrenees,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,1.6,25.1
2024,March,Ballarat,Pyrenees,C Drug offences,C30 Drug use and possession,C32 Drug possession,4,3.1,50.3
2024,March,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,10,7.8,125.7
2024,March,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,4,3.1,50.3
2024,March,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,5.4,88.0
2024,March,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3,2.3,37.7
